Code,CodePays,CodeVille,Nom,Type,Latitude,Longitude,FuseauHoraire,DecalageUTC
AOJ,JP,AOJ,Aomorica,Airport,40.7347,140.6908,Asia/Tokyo,+09:00
AOK,GR,AOK,Carpathes,Airport,35.4214,27.1461,Europe/Athens,+02:00
AOL,AR,AOL,Paso de los Libres,Airport,-29.6833,-57.15,America/Argentina/Buenos_Aires,-03:00
AOM,OM,AOM,Adam,Airport,22.4972,57.3833,Asia/Muscat,+04:00
AON,PG,AON,Arona,Airport,-6.25,145.9667,Pacific/Port_Moresby,+10:00
AOO,US,AOO,Altoona,Airport,40.2964,-78.32,America/New_York,-05:00
AOP,PE,AOP,Andoas Alfredo V. Sara Bauer,Airport,-2.7914,-76.4747,America/Lima,-05:00
AOR,MY,AOR,Alor Setar,Airport,6.1944,100.4008,Asia/Kuching,+08:00
AOS,US,AOS,Amook,Airport,57.4711,-153.8156,America/Anchorage,-09:00
AOT,IT,AOT,Aosta,Airport,45.7386,7.3681,Europe/Rome,+01:00
AOU,LA,AOU,Attopeu,Airport,14.82,106.8206,Asia/Vientiane,+07:00
APA,US,DEN,Denver - Arapahoe County,Airport,39.5719,-104.8511,America/Denver,-07:00
APB,BO,APB,Apolo,Airport,-14.7167,-68.5,America/La_Paz,-04:00
APC,US,APC,Napa,Airport,38.2133,-122.28,America/Los_Angeles,-08:00
APF,US,APF,Naples,Airport,26.1533,-81.7753,America/New_York,-05:00
APG,US,APG,Aberdeen Phillips Army Air Field,Airport,39.5167,-76.1667,America/New_York,-05:00
API,CO,API,Apiay,Airport,4.0761,-73.5628,America/Bogota,-05:00
APK,PF,APK,Apataki,Airport,-15.5736,-146.4153,Pacific/Tahiti,-10:00
APL,MZ,APL,Nampula,Airport,-15.1056,39.2817,Africa/Maputo,+02:00
APN,US,APN,Alpena,Airport,45.0781,-83.5603,America/New_York,-05:00
APO,CO,APO,Apartado,Airport,7.8125,-76.7167,America/Bogota,-05:00
APP,PG,APP,Asapa,Airport,-8.9833,148.1333,Pacific/Port_Moresby,+10:00
APQ,BR,APQ,Arapiraca,Airport,-9.75,-36.65,America/Araguaina,-03:00
APR,PG,APR,April River,Airport,-4.6769,142.5397,Pacific/Port_Moresby,+10:00
APS,BR,APS,Anapolis,Airport,-16.3628,-48.9275,America/Araguaina,-03:00
APU,BR,APU,Apucarana,Airport,-23.55,-51.4833,America/Araguaina,-03:00
APV,US,APV,Apple Valley,Airport,34.5783,-117.1867,America/Los_Angeles,-08:00
APW,WS,APW,Apia Faleolo,Airport,-13.8297,-171.9972,Pacific/Apia,+13:00
APX,BR,APX,Arapongas,Airport,-23.3833,-51.95,America/Araguaina,-03:00
APY,BR,APY,Alto Parnaiba,Airport,-9.1,-45.9667,America/Araguaina,-03:00
APZ,AR,APZ,Zapala,Airport,-38.9167,-70.0833,America/Argentina/Buenos_Aires,-03:00
AQA,BR,AQA,Araraquara,Airport,-21.8119,-48.1331,America/Araguaina,-03:00
AQB,GT,AQB,Quiche,Airport,15.01,-91.15,America/Guatemala,-06:00
AQG,CN,AQG,Anqing,Airport,30.5825,117.0503,Asia/Shanghai,+08:00
AQI,SA,AQI,Qaisumah,Airport,28.3353,46.125,Asia/Riyadh,+03:00
AQJ,JO,AQJ,Aqaba,Airport,29.6117,35.0181,Asia/Amman,+03:00
AQM,BR,AQM,Ariquemes,Airport,-9.9333,-63.0667,America/Porto_Velho,-04:00
AQP,PE,AQP,Arequipa Rodriguez Ballon Intl,Airport,-16.3408,-71.5725,America/Lima,-05:00
AQS,FJ,AQS,Saqani,Airport,-16.75,179.35,Pacific/Fiji,+12:00
AQY,US,AQY,Alyeska,Airport,60.9667,-149.1167,America/Anchorage,-09:00
ARB,US,ARB,Ann Arbor,Airport,42.2236,-83.7458,America/New_York,-05:00
ARC,US,ARC,Arctic Village,Airport,68.1147,-145.5794,America/Anchorage,-09:00
ARD,ID,ARD,Alor Island,Airport,-8.1331,124.5969,Asia/Makassar,+08:00
ARE,PR,ARE,Arecibo,Airport,18.45,-66.6667,America/Puerto_Rico,-04:00
ARF,CO,ARF,Acaricuara,Airport,0.5333,-70.1333,America/Bogota,-05:00
ARG,US,ARG,Walnut Ridge,Airport,36.1167,-90.9167,America/Chicago,-06:00
ARH,RU,ARH,Arkhangelsk,Airport,64.6003,40.7167,Europe/Moscow,+03:00
ARI,CL,ARI,Arica,Airport,-18.3486,-70.3386,America/Santiago,-04:00
ARJ,ID,ARJ,Arso,Airport,-2.9333,140.7833,Asia/Jayapura,+09:00
ARK,TZ,ARK,Arusha,Airport,-3.3672,36.625,Africa/Dar_es_Salaam,+03:00
ARL,BF,ARL,Arly,Airport,11.5964,1.4811,Africa/Ouagadougou,+00:00
ARM,AU,ARM,Armidale,Airport,-30.5281,151.6172,Australia/Sydney,+10:00
ARN,SE,STO,Stockholm,Airport,59.6519,17.9186,Europe/Stockholm,+01:00
ARO,CO,ARO,Arboletas,Airport,8.8667,-76.4333,America/Bogota,-05:00
ARP,PG,ARP,Aragip,Airport,-9.9,149.4667,Pacific/Port_Moresby,+10:00
ARQ,CO,ARQ,Arauquita,Airport,7.0361,-71.4403,America/Bogota,-05:00
ARR,AR,ARR,Alto Rio Senguerr,Airport,-45.1361,-70.8122,America/Argentina/Buenos_Aires,-03:00
ARS,BR,ARS,Aragarcas,Airport,-15.9167,-52.25,America/Araguaina,-03:00
ART,US,ART,Watertown,Airport,43.9919,-76.0217,America/New_York,-05:00
ARU,BR,ARU,Aracatuba,Airport,-21.1414,-50.4247,America/Araguaina,-03:00
ARV,US,ARV,Minocqua,Airport,45.9167,-89.7333,America/Chicago,-06:00
ARW,RO,ARW,Arad,Airport,46.1767,21.2619,Europe/Bucharest,+02:00
ARY,AU,ARY,Ararat,Airport,-37.2833,142.9333,Australia/Sydney,+10:00
ARZ,AO,ARZ,NZeto,Airport,-7.2167,12.8667,Africa/Luanda,+01:00
ASA,ER,ASA,Assab,Airport,13.0717,42.645,Africa/Asmara,+03:00
ASB,TM,ASB,Ashgabad,Airport,37.9869,58.3608,Asia/Ashgabat,+05:00
ASC,BO,ASC,Ascension,Airport,-15.9306,-63.1569,America/La_Paz,-04:00
ASD,BS,ASD,Andros Town,Airport,24.6983,-77.7956,America/Nassau,-05:00
ASE,US,ASE,Aspen,Airport,39.2192,-106.8672,America/Denver,-07:00
ASF,RU,ASF,Astrakhan,Airport,46.2833,48.0064,Europe/Volgograd,+04:00
ASG,NZ,ASG,Ashburton,Airport,-43.9,171.7833,Pacific/Auckland,+12:00
ASH,US,ASH,Nashua,Airport,42.7833,-71.5167,America/New_York,-05:00
ASI,SH,ASI,Georgetown,Airport,-7.9667,-14.4,Atlantic/St_Helena,+00:00
ASJ,JP,ASJ,Amami O-Shima,Airport,28.4306,129.7125,Asia/Tokyo,+09:00
ASK,CI,ASK,Yamoussoukro,Airport,6.9039,-5.3656,Africa/Abidjan,+00:00
ASL,US,ASL,Marshall,Airport,32.55,-94.3667,America/Chicago,-06:00
ASM,ER,ASM,Asmara,Airport,15.2919,38.9106,Africa/Asmara,+03:00
ASN,US,ASN,Talladega,Airport,33.4333,-86.1,America/Chicago,-06:00
ASO,ET,ASO,Asosa,Airport,10.0186,34.5864,Africa/Addis_Ababa,+03:00
ASP,AU,ASP,Alice Springs,Airport,-23.8067,133.9022,Australia/Darwin,+09:30
ASR,TR,ASR,Kayseri,Airport,38.7703,35.4956,Europe/Istanbul,+03:00
ASS,ZA,ASS,Arathusa Safari Lodge,Airport,-24.7411,31.5183,Africa/Johannesburg,+02:00
AST,US,AST,Astoria,Airport,46.1592,-123.8811,America/Los_Angeles,-08:00
ASU,PY,ASU,Asuncion,Airport,-25.2397,-57.5192,America/Asuncion,-04:00
ASV,KE,ASV,Amboseli,Airport,-2.645,37.2528,Africa/Nairobi,+03:00
ASW,EG,ASW,Assouan,Airport,23.9644,32.82,Africa/Cairo,+02:00
ASX,US,ASX,Ashland,Airport,46.55,-90.9167,America/Chicago,-06:00
ASY,US,ASY,Ashley,Airport,46.0333,-99.3667,America/Chicago,-06:00
ASZ,PG,ASZ,Asirim,Airport,-6.0097,150.3686,Pacific/Port_Moresby,+10:00
ATA,PE,ATA,Anta,Airport,-9.3506,-77.5975,America/Lima,-05:00
ATB,SD,ATB,Atbara,Airport,17.7097,34.0572,Africa/Khartoum,+02:00
ATC,BS,ATC,Arthurs Town,Airport,24.6294,-75.6739,America/Nassau,-05:00
ATD,SB,ATD,Atoifi,Airport,-8.8733,161.0114,Pacific/Guadalcanal,+11:00
ATE,US,ATE,Antlers,Airport,34.2333,-95.6167,America/Chicago,-06:00
ATF,EC,ATF,Ambato,Airport,-1.2,-78.5667,America/Guayaquil,-05:00
ATG,PK,ATG,Attock,Airport,33.9,72.25,Asia/Karachi,+05:00
ATH,GR,ATH,Athenes,Airport,37.9364,23.9444,Europe/Athens,+02:00
ATI,UY,ATI,Artigas,Airport,-30.4167,-56.5167,America/Montevideo,-03:00
ATJ,MG,ATJ,Antsirabe,Airport,-19.8378,47.0653,Indian/Antananarivo,+03:00
ATK,US,ATK,Atqasuk,Airport,70.4672,-157.4358,America/Anchorage,-09:00
ATL,US,ATL,Atlanta,Airport,33.6367,-84.4281,America/New_York,-05:00
ATM,BR,ATM,Altamira,Airport,-3.2539,-52.2539,America/Araguaina,-03:00
ATN,PG,ATN,Namatanai,Airport,-3.6667,152.45,Pacific/Port_Moresby,+10:00
ATP,PG,ATP,Aitape - Aitape Airstrip,Airport,-3.1333,142.35,Pacific/Port_Moresby,+10:00
ATQ,IN,ATQ,Amritsar,Airport,31.7097,74.7972,Asia/Kolkata,+05:30
ATR,MR,ATR,Atar,Airport,20.5,-13.05,Africa/Nouakchott,+00:00
ATS,US,ATS,Artesia,Airport,32.85,-104.4667,America/Denver,-07:00
ATT,US,ATT,Atmautluak,Airport,60.8669,-162.2739,America/Anchorage,-09:00
ATU,US,ATU,Attu Island,Airport,52.8333,173.1833,America/Adak,-10:00
ATV,TD,ATV,Ati,Airport,13.2333,18.3167,Africa/Ndjamena,+01:00
ATW,US,ATW,Appleton,Airport,44.2667,-88.5167,America/Chicago,-06:00
ATX,KZ,ATX,Atbasar,Airport,51.8833,68.4,Asia/Almaty,+06:00
ATY,US,ATY,Watertown,Airport,44.9136,-97.1511,America/Chicago,-06:00
ATZ,EG,ATZ,Assiut,Airport,27.0464,31.0119,Africa/Cairo,+02:00
AUA,AW,AUA,Aruba,Airport,12.5014,-70.0153,America/Aruba,-04:00
AUC,CO,AUC,Arauca,Airport,7.0689,-70.7369,America/Bogota,-05:00
AUD,AU,AUD,Augustus Downs,Airport,-18.6667,139.9333,Australia/Brisbane,+10:00
AUE,EG,AUE,Abu Rudeis,Airport,28.9667,33.1833,Africa/Cairo,+02:00
AUF,FR,AUF,Auxerre Branches,Airport,47.8464,3.4967,Europe/Paris,+01:00
AUG,US,AUG,Augusta State,Airport,44.3181,-69.7969,America/New_York,-05:00
AUH,AE,AUH,Abu Dhabi,Airport,24.4331,54.6511,Asia/Dubai,+04:00
AUI,PG,AUI,Aua Island,Airport,-1.45,143.0667,Pacific/Port_Moresby,+10:00
AUJ,PG,AUJ,Ambunti,Airport,-4.2333,142.8333,Pacific/Port_Moresby,+10:00
AUK,US,AUK,Alakanuk,Airport,62.6789,-164.6508,America/Anchorage,-09:00
AUL,MH,AUL,Aur Island,Airport,8.3025,171.1614,Pacific/Majuro,+12:00
AUP,PG,AUP,Agaun,Airport,-9.9167,149.3333,Pacific/Port_Moresby,+10:00
AUQ,PF,AUQ,Atuona,Airport,-9.7689,-139.0114,Pacific/Marquesas,-09:30
AUR,FR,AUR,Aurillac,Airport,44.8975,2.4167,Europe/Paris,+01:00
AUS,US,AUS,Austin,Airport,30.1944,-97.67,America/Chicago,-06:00
AUT,TL,AUT,Atauro,Airport,-8.2667,125.6,Asia/Dili,+09:00
AUU,AU,AUU,Aurukun Mission,Airport,-13.3539,141.7208,Australia/Brisbane,+10:00
AUV,PG,AUV,Aumo,Airport,-5.7167,148.4333,Pacific/Port_Moresby,+10:00
AUW,US,AUW,Wausau,Airport,44.9283,-89.6267,America/Chicago,-06:00
AUX,BR,AUX,Araguaina,Airport,-7.2281,-48.2403,America/Araguaina,-03:00
AUY,VU,AUY,Aneityum,Airport,-20.2494,169.7708,Pacific/Efate,+11:00
AUZ,US,AUZ,Aurora,Airport,41.7667,-88.3167,America/Chicago,-06:00
AVA,CN,AVA,Anshun Huangguoshu,Airport,26.2572,105.8728,Asia/Shanghai,+08:00
AVB,IT,AVB,Aviano,Airport,46.0319,12.5964,Europe/Rome,+01:00
AVG,AU,AVG,Auvergne,Airport,-15.75,129.9167,Australia/Darwin,+09:30
AVI,CU,AVI,Ciego De Avila,Airport,22.0269,-78.7897,America/Havana,-05:00
AVK,MN,AVK,Arvaikheer,Airport,46.2667,102.7833,Asia/Ulaanbaatar,+08:00
AVL,US,AVL,Asheville,Airport,35.4361,-82.5419,America/New_York,-05:00
AVN,FR,AVN,Avignon Caumont,Airport,43.9067,4.9019,Europe/Paris,+01:00
AVO,US,AVO,Avon Park,Airport,27.6,-81.5167,America/New_York,-05:00
AVP,US,AVP,Wilkes-Barre,Airport,41.3386,-75.7233,America/New_York,-05:00
AVR,PT,AVR,Alverca,Airport,38.8831,-9.03,Europe/Lisbon,+00:00
AVU,SB,AVU,Avu Avu,Airport,-9.8414,160.3836,Pacific/Guadalcanal,+11:00
AVV,AU,MEL,Avalon,Airport,-38.0394,144.4694,Australia/Sydney,+10:00
AVW,US,TUS,Tucson - Avra Valley,Airport,32.4092,-111.2164,America/Phoenix,-07:00
AVX,US,AVX,Catalina Island - Avalon Bay,Airport,33.405,-118.4161,America/Los_Angeles,-08:00
AWA,ET,AWA,Awassa,Airport,7.0675,38.4906,Africa/Addis_Ababa,+03:00
AWB,PG,AWB,Awaba,Airport,-8.0144,142.7511,Pacific/Port_Moresby,+10:00
AWD,VU,AWD,Aniwa,Airport,-19.2375,169.6011,Pacific/Efate,+11:00
AWE,GA,AWE,Alowe,Airport,-0.75,9.45,Africa/Libreville,+01:00
AWK,UM,AWK,Wake Island,Airport,19.3,166.5833,Pacific/Wake,+12:00
AWM,US,AWM,West Memphis,Airport,35.1333,-90.1833,America/Chicago,-06:00
AWN,AU,AWN,Alton Downs,Airport,-26.4833,139.3167,Australia/Adelaide,+09:30
AWP,AU,AWP,Austral Downs,Airport,-20.3333,137.25,Australia/Darwin,+09:30
AWZ,IR,AWZ,Ahwaz,Airport,31.3375,48.7603,Asia/Tehran,+03:30
AXA,AI,AXA,Anguilla,Airport,18.2047,-63.055,America/Anguilla,-04:00
AXB,US,AXB,Alexandria Bay Maxson Airfield,Airport,44.2525,-75.9014,America/New_York,-05:00
AXC,AU,AXC,Aramac,Airport,-23.0833,145.25,Australia/Brisbane,+10:00
AXD,GR,AXD,Alexandroupolis,Airport,40.8558,25.9564,Europe/Athens,+02:00
AXE,BR,AXE,Xanxere Joao Winckler,Airport,-26.8833,-52.3833,America/Araguaina,-03:00
AXF,CN,AXF,Alxa Left Banner,Airport,38.8239,105.6261,Asia/Shanghai,+08:00
AXG,US,AXG,Algona,Airport,43.0667,-94.2333,America/Chicago,-06:00
AXJ,JP,AXJ,Amakusa,Airport,32.4822,130.1589,Asia/Tokyo,+09:00
AXK,YE,AXK,Ataq,Airport,14.5522,46.8256,Asia/Aden,+03:00
AXL,AU,AXL,Alexandria,Airport,-19.1167,136.7667,Australia/Darwin,+09:30
AXM,CO,AXM,Armenie,Airport,4.4528,-75.7664,America/Bogota,-05:00
AXP,BS,AXP,Spring Point,Airport,22.4419,-73.9708,America/Nassau,-05:00
AXR,PF,AXR,Arutua,Airport,-15.2483,-146.6167,Pacific/Tahiti,-10:00
AXS,US,LTS,Altus Municipal,Airport,34.7028,-99.3333,America/Chicago,-06:00
AXT,JP,AXT,Akita,Airport,39.6156,140.2186,Asia/Tokyo,+09:00
AXU,ET,AXU,Aksoum,Airport,14.1467,38.7728,Africa/Addis_Ababa,+03:00
AXV,US,AXV,Wapakoneta,Airport,40.5667,-84.1833,America/New_York,-05:00
AXX,US,AXX,Angel Fire,Airport,36.4167,-105.2833,America/Denver,-07:00
AYA,CO,AYA,Ayapel,Airport,8.3,-75.15,America/Bogota,-05:00
AYC,CO,AYC,Ayacucho,Airport,8.6,-73.6167,America/Bogota,-05:00
AYD,AU,AYD,Alroy Downs,Airport,-19.3,135.95,Australia/Darwin,+09:30
AYG,CO,AYG,Yaguara,Airport,2.6667,-75.5167,America/Bogota,-05:00
AYI,CO,AYI,Yari,Airport,-0.3833,-72.2667,America/Bogota,-05:00
AYK,KZ,AYK,Arkalyk,Airport,50.3167,66.9667,Asia/Almaty,+06:00
AYL,AU,AYL,Anthony Lagoon,Airport,-18.0167,135.55,Australia/Darwin,+09:30
AYM,AE,AUH,Abu Dhabi Yas Island Spb,Airport,24.4708,54.6097,Asia/Dubai,+04:00
AYN,CN,AYN,Anyang,Airport,36.1,114.35,Asia/Shanghai,+08:00
AYO,PY,AYO,Juan De Ayolas,Airport,-27.3667,-56.85,America/Asuncion,-04:00
AYP,PE,AYP,Ayacucho,Airport,-13.1547,-74.2044,America/Lima,-05:00
AYQ,AU,AYQ,Ayers Rock,Airport,-25.1861,130.9756,Australia/Darwin,+09:30
AYR,AU,AYR,Ayr,Airport,-19.6667,147.3667,Australia/Brisbane,+10:00
AYS,US,AYS,Waycross,Airport,31.25,-82.4,America/New_York,-05:00
AYT,TR,AYT,Antalya,Airport,36.8986,30.8006,Europe/Istanbul,+03:00
AYU,PG,AYU,Aiyura,Airport,-6.3333,145.9,Pacific/Port_Moresby,+10:00
AYW,ID,AYW,Ayawasi,Airport,-1.2,132.5,Asia/Jayapura,+09:00
AYY,LK,AYY,Pottuvil Spb Arugam Bay Spb,Airport,6.855,81.8311,Asia/Colombo,+05:30
AZA,US,PHX,Phoenix Williams Gateway,Airport,33.31,-111.6569,America/Phoenix,-07:00
AZB,PG,AZB,Amazon Bay,Airport,-10.3,149.3333,Pacific/Port_Moresby,+10:00
AZD,IR,AZD,Yazd,Airport,31.9011,54.2819,Asia/Tehran,+03:30
AZG,MX,AZG,Apatzingan,Airport,19.0833,-102.3833,America/Mexico_City,-06:00
AZI,AE,AUH,Abu Dhabi - Bateen,Airport,24.4278,54.4592,Asia/Dubai,+04:00
AZL,BR,AZL,Sapezal Fazenda Tucunare,Airport,-13.4725,-58.8508,America/Porto_Velho,-04:00
AZN,UZ,AZN,Andizhan,Airport,40.7278,72.2939,Asia/Tashkent,+05:00
AZO,US,AZO,Kalamazoo,Airport,42.235,-85.5519,America/New_York,-05:00
AZP,MX,MEX,Mexico City - Atizapan,Airport,19.6,-99.3,America/Mexico_City,-06:00
AZR,DZ,AZR,Adrar,Airport,27.8375,-0.1864,Africa/Algiers,+01:00
AZS,DO,AZS,Samana El Catey Intl,Airport,19.2672,-69.7422,America/Santo_Domingo,-04:00
AZT,CO,AZT,Zapatoca,Airport,6.8167,-73.2833,America/Bogota,-05:00
AZZ,AO,AZZ,Ambriz,Airport,-7.8833,13.15,Africa/Luanda,+01:00
BAA,PG,BAA,Bialla,Airport,-5.3306,151.0081,Pacific/Port_Moresby,+10:00
BAB,US,MYV,Marysville Beale Afb,Airport,39.1333,-121.3333,America/Los_Angeles,-08:00
BAC,CO,BAC,Barranca de Upia,Airport,4.5833,-72.9667,America/Bogota,-05:00
BAD,US,SHV,Shreveport Barksdale Afb,Airport,32.5033,-93.6642,America/Chicago,-06:00
BAE,FR,BAE,Barcelonnette,Airport,44.3883,6.6103,Europe/Paris,+01:00
BAF,US,BAF,Westfield,Airport,42.1586,-72.7156,America/New_York,-05:00
BAG,PH,BAG,Baguio,Airport,16.375,120.6197,Asia/Manila,+08:00
BAH,BH,BAH,Bahrain,Airport,26.2708,50.6336,Asia/Bahrain,+03:00
BAI,CR,BAI,Buenos Aires,Airport,9.1667,-83.3333,America/Costa_Rica,-06:00
BAJ,PG,BAJ,Bali,Airport,-4.8833,149.1333,Pacific/Port_Moresby,+10:00
BAK,AZ,BAK,Baku,Airport,40.4833,50.0667,Asia/Baku,+04:00
BAL,TR,BAL,Batman,Airport,37.9289,41.1167,Europe/Istanbul,+03:00
BAM,US,BAM,Battle Mountain - Lander County,Airport,40.6333,-116.9333,America/Los_Angeles,-08:00
BAN,CD,BAN,Basongo,Airport,-4.1667,20.3333,Africa/Lubumbashi,+02:00
BAP,PG,BAP,Baibara,Airport,-10.3333,149.6333,Pacific/Port_Moresby,+10:00
BAQ,CO,BAQ,Barranquilla,Airport,10.8897,-74.7808,America/Bogota,-05:00
BAR,CN,QHX,Baker Island,Airport,19.1392,110.4536,Asia/Shanghai,+08:00
BAS,SB,BAS,Balalae,Airport,-6.9911,155.8858,Pacific/Guadalcanal,+11:00
BAT,BR,BAT,Barretos,Airport,-20.585,-48.5953,America/Araguaina,-03:00
BAV,CN,BAV,Baotou,Airport,40.5606,109.9964,Asia/Shanghai,+08:00
BAW,GA,BAW,Biawongue,Airport,-0.6667,9.45,Africa/Libreville,+01:00
BAX,RU,BAX,Barnaul,Airport,53.3631,83.5472,Asia/Tomsk,+07:00
BAY,RO,BAY,Baia Mare,Airport,47.6583,23.4683,Europe/Bucharest,+02:00
BAZ,BR,BAZ,Barcelos,Airport,-0.9811,-62.9183,America/Porto_Velho,-04:00
BBA,CL,BBA,Balmaceda,Airport,-45.9161,-71.6894,America/Santiago,-04:00
BBB,US,BBB,Benson,Airport,45.3328,-95.6514,America/Chicago,-06:00
BBC,US,BBC,Bay City,Airport,28.9833,-95.9667,America/Chicago,-06:00
BBD,US,BBD,Brady,Airport,31.1333,-99.3333,America/Chicago,-06:00
BBG,KI,BBG,Butaritari,Airport,3.0864,172.8108,Pacific/Tarawa,+12:00
BBH,DE,BBH,Barth,Airport,54.3375,12.7,Europe/Berlin,+01:00
BBI,IN,BBI,Bhubaneswar,Airport,20.2444,85.8178,Asia/Kolkata,+05:30
BBJ,DE,BBJ,Bitburg,Airport,49.9453,6.565,Europe/Berlin,+01:00
BBK,BW,BBK,Kasane,Airport,-17.8328,25.1625,Africa/Gaborone,+02:00
BBL,AU,BBL,Babolsar,Airport,-27.4036,141.8117,Australia/Brisbane,+10:00
BBM,KH,BBM,Battambang,Airport,13.0956,103.2244,Asia/Phnom_Penh,+07:00
BBN,MY,BBN,Bario,Airport,3.7347,115.4783,Asia/Kuching,+08:00
BBO,SO,BBO,Berbera,Airport,10.3892,44.9411,Africa/Mogadishu,+03:00
BBP,GB,BBP,Bembridge,Airport,50.6781,-1.1092,Europe/London,+00:00
BBQ,AG,BBQ,Barbuda,Airport,17.6361,-61.8272,America/Antigua,-04:00
BBR,GP,BBR,Basse Terre,Airport,16.1667,-61.75,America/Guadeloupe,-04:00
BBS,GB,BBS,Blackbushe,Airport,51.3239,-0.8475,Europe/London,+00:00
BBT,CF,BBT,Berberati,Airport,4.2167,15.7833,Africa/Bangui,+01:00
BBU,RO,BUH,Bucharest - Baneasa,Airport,44.5033,26.1022,Europe/Bucharest,+02:00
BBV,CI,BBV,Bereby,Airport,4.6667,-6.95,Africa/Abidjan,+00:00
BBW,US,BBW,Broken Bow,Airport,41.4,-99.6333,America/Chicago,-06:00
BBX,US,PHL,Blue Bell,Airport,40.1375,-75.2656,America/New_York,-05:00
BBY,CF,BBY,Bambari,Airport,5.85,20.6333,Africa/Bangui,+01:00
BBZ,ZM,BBZ,Zambezi,Airport,-13.5333,23.1167,Africa/Lusaka,+02:00
BCA,CU,BCA,Baracoa,Airport,20.3653,-74.5061,America/Havana,-05:00
BCB,US,BCB,Blacksburg,Airport,37.2083,-80.4092,America/New_York,-05:00
BCC,US,BCC,Bear Creek,Airport,63.5706,-156.1514,America/Anchorage,-09:00
BCD,PH,BCD,Bacolod,Airport,10.7767,123.0192,Asia/Manila,+08:00
BCE,US,BCE,Bryce,Airport,37.7,-112.15,America/Denver,-07:00
BCF,CF,BCF,Bouca,Airport,6.5,18.2833,Africa/Bangui,+01:00
BCG,GY,BCG,Bemichi,Airport,7.7,-59.1667,America/Guyana,-04:00
BCH,TL,BCH,Baucau,Airport,-8.4833,126.4,Asia/Dili,+09:00
BCI,AU,BCI,Barcaldine,Airport,-23.5608,145.3042,Australia/Brisbane,+10:00
BCK,AU,BCK,Bolwarra,Airport,-17.4,144.1667,Australia/Brisbane,+10:00
BCL,CR,BCL,Barra Colorado,Airport,10.7686,-83.5856,America/Costa_Rica,-06:00
BCM,RO,BCM,Bacau,Airport,46.5219,26.9103,Europe/Bucharest,+02:00
BCN,ES,BCN,Barcelone,Airport,41.2969,2.0783,Europe/Madrid,+01:00
BCO,ET,BCO,Jinka,Airport,5.7839,36.5625,Africa/Addis_Ababa,+03:00
BCP,PG,BCP,Bambu,Airport,-5.85,146.4833,Pacific/Port_Moresby,+10:00
BCQ,LY,BCQ,Brach,Airport,27.6833,14.25,Africa/Tripoli,+02:00
BCR,BR,BCR,Boca Do Acre,Airport,-8.6333,-67.4167,America/Porto_Velho,-04:00
BCS,US,BCS,Belle Chasse,Airport,30.05,-90.2333,America/Chicago,-06:00
BCT,US,BCT,Boca Raton,Airport,26.3789,-80.1075,America/New_York,-05:00
BCU,NG,BCU,Bauchi,Airport,10.2925,9.8172,Africa/Lagos,+01:00
BCV,BZ,BCV,Belmopan Hector Silva,Airport,17.2697,-88.7767,America/Belize,-06:00
BCW,MZ,BCW,Benguerra Island,Airport,-21.8847,35.425,Africa/Maputo,+02:00
BCX,RU,BCX,Beloreck,Airport,53.9333,58.3333,Asia/Yekaterinburg,+05:00
BCY,ET,BCY,Bulchi,Airport,6.2167,36.6667,Africa/Addis_Ababa,+03:00
BCZ,AU,BCZ,Bickerton Island,Airport,-13.7833,137.8,Australia/Darwin,+09:30
BDA,BM,BDA,Hamilton/ Bermuda,Airport,32.3642,-64.6786,Atlantic/Bermuda,-04:00
BDB,AU,BDB,Bundaberg,Airport,-24.9025,152.3208,Australia/Brisbane,+10:00
BDC,BR,BDC,Barra Do Corda,Airport,-5.4667,-45.2667,America/Araguaina,-03:00
BDD,AU,BDD,Badu Island,Airport,-10.15,142.1742,Australia/Brisbane,+10:00
BDE,US,BDE,Baudette,Airport,48.7167,-94.6,America/Chicago,-06:00
BDG,US,BDG,Blanding,Airport,37.5833,-109.4833,America/Denver,-07:00
BDH,IR,BDH,Bandar Lengeh,Airport,26.5314,54.8275,Asia/Tehran,+03:30
BDI,SC,BDI,Bird Island,Airport,-3.7167,55.2167,Indian/Mahe,+04:00
BDJ,ID,BDJ,Banjarmasin,Airport,-3.4422,114.7625,Asia/Makassar,+08:00
BDK,CI,BDK,Bondoukou,Airport,8.0183,-2.7619,Africa/Abidjan,+00:00
BDL,US,HFD,Hartford Bradley,Airport,41.9389,-72.6833,America/New_York,-05:00
BDM,TR,BDM,Bandirma,Airport,40.3167,27.9833,Europe/Istanbul,+03:00
BDN,PK,BDN,Badin,Airport,24.8417,68.8386,Asia/Karachi,+05:00
BDO,ID,BDO,Bandung,Airport,-6.9006,107.5764,Asia/Pontianak,+07:00
BDP,NP,BDP,Bhadrapur,Airport,26.5706,88.0803,Asia/Kathmandu,+05:45
BDQ,IN,BDQ,Vadodara,Airport,22.3361,73.2264,Asia/Kolkata,+05:30
BDR,US,BDR,Bridgeport,Airport,41.1636,-73.1261,America/New_York,-05:00
BDS,IT,BDS,Brindisi,Airport,40.6606,17.9481,Europe/Rome,+01:00
BDT,CD,BDT,Gbadolite,Airport,4.2547,20.9719,Africa/Kinshasa,+01:00
BDU,NO,BDU,Bardufoss,Airport,69.0558,18.5403,Europe/Oslo,+01:00
BDV,CD,BDV,Moba,Airport,-7.0833,29.7333,Africa/Lubumbashi,+02:00
